Station,Date,Level,Level Flag,Manually Measured Water Level,Manual Measurement Ice Effect,Data Source
07DA023,20-Sep-97,294.746,,,,RAMP
07DA023,21-Sep-97,294.748,,,,RAMP
07DA023,22-Sep-97,294.746,,,,RAMP
07DA023,23-Sep-97,294.749,,,,RAMP
07DA023,24-Sep-97,294.749,,,,RAMP
07DA023,25-Sep-97,294.747,,,,RAMP
07DA023,26-Sep-97,294.749,,,,RAMP
07DA023,27-Sep-97,294.756,,,,RAMP
07DA023,28-Sep-97,294.75,,,,RAMP
07DA023,29-Sep-97,294.766,,,,RAMP
07DA023,30-Sep-97,294.764,,,,RAMP
07DA023,01-Oct-97,294.766,,,,RAMP
07DA023,02-Oct-97,294.768,,,,RAMP
07DA023,03-Oct-97,294.77,,,,RAMP
07DA023,04-Oct-97,294.777,,,,RAMP
07DA023,05-Oct-97,294.773,,,,RAMP
07DA023,06-Oct-97,294.773,,,,RAMP
07DA023,07-Oct-97,294.772,,,,RAMP
07DA023,08-Oct-97,294.771,,,,RAMP
07DA023,09-Oct-97,294.772,,,,RAMP
07DA023,10-Oct-97,294.772,,,,RAMP
07DA023,11-Oct-97,294.772,,,,RAMP
07DA023,12-Oct-97,294.776,,,,RAMP
07DA023,13-Oct-97,294.775,,,,RAMP
07DA023,14-Oct-97,294.775,,,,RAMP
07DA023,15-Oct-97,294.774,,,,RAMP
07DA023,16-Oct-97,294.774,,,,RAMP
07DA023,17-Oct-97,294.775,,,,RAMP
07DA023,18-Oct-97,294.775,,,,RAMP
07DA023,19-Oct-97,294.776,,,,RAMP
07DA023,20-Oct-97,294.774,,,,RAMP
07DA023,21-Oct-97,294.774,,,,RAMP
07DA023,22-Oct-97,294.775,,,,RAMP
07DA023,23-Oct-97,294.774,,,,RAMP
07DA023,24-Oct-97,294.775,,,,RAMP
07DA023,16-Apr-98,,M,,,RAMP
07DA023,17-Apr-98,,M,,,RAMP
07DA023,18-Apr-98,,M,,,RAMP
07DA023,19-Apr-98,,M,,,RAMP
07DA023,20-Apr-98,,M,,,RAMP
07DA023,21-Apr-98,,M,,,RAMP
07DA023,22-Apr-98,,M,,,RAMP
07DA023,23-Apr-98,,M,,,RAMP
07DA023,24-Apr-98,,M,,,RAMP
07DA023,25-Apr-98,,M,,,RAMP
07DA023,26-Apr-98,,M,,,RAMP
07DA023,27-Apr-98,,M,,,RAMP
07DA023,28-Apr-98,,M,,,RAMP
07DA023,29-Apr-98,,M,,,RAMP
07DA023,30-Apr-98,,M,,,RAMP
07DA023,01-May-98,,M,,,RAMP
07DA023,02-May-98,,M,,,RAMP
07DA023,03-May-98,,M,,,RAMP
07DA023,04-May-98,,M,,,RAMP
07DA023,05-May-98,,M,,,RAMP
07DA023,06-May-98,,M,,,RAMP
07DA023,07-May-98,,M,,,RAMP
07DA023,08-May-98,,M,,,RAMP
07DA023,09-May-98,,M,,,RAMP
07DA023,10-May-98,,M,,,RAMP
07DA023,11-May-98,,M,,,RAMP
07DA023,12-May-98,,M,,,RAMP
07DA023,13-May-98,,M,,,RAMP
07DA023,14-May-98,,M,,,RAMP
07DA023,15-May-98,,M,,,RAMP
07DA023,16-May-98,,M,,,RAMP
07DA023,17-May-98,294.707,,,,RAMP
07DA023,18-May-98,294.711,,,,RAMP
07DA023,19-May-98,294.711,,,,RAMP
07DA023,20-May-98,294.709,,,,RAMP
07DA023,21-May-98,294.71,,,,RAMP
07DA023,22-May-98,294.709,,,,RAMP
07DA023,23-May-98,294.708,,,,RAMP
07DA023,24-May-98,294.709,,,,RAMP
07DA023,25-May-98,294.707,,,,RAMP
07DA023,26-May-98,294.711,,,,RAMP
07DA023,27-May-98,294.706,,,,RAMP
07DA023,28-May-98,294.699,,,,RAMP
07DA023,29-May-98,294.696,,,,RAMP
07DA023,30-May-98,294.69,,,,RAMP
07DA023,31-May-98,294.686,,,,RAMP
07DA023,01-Jun-98,294.681,,,,RAMP
07DA023,02-Jun-98,294.678,,,,RAMP
07DA023,03-Jun-98,294.676,,,,RAMP
07DA023,04-Jun-98,294.674,,,,RAMP
07DA023,05-Jun-98,294.672,,,,RAMP
07DA023,06-Jun-98,294.671,,,,RAMP
07DA023,07-Jun-98,294.67,,,,RAMP
07DA023,08-Jun-98,294.667,,,,RAMP
07DA023,09-Jun-98,294.668,,,,RAMP
07DA023,10-Jun-98,294.667,,,,RAMP
07DA023,11-Jun-98,294.667,,,,RAMP
07DA023,12-Jun-98,294.666,,,,RAMP
07DA023,13-Jun-98,294.663,,,,RAMP
07DA023,14-Jun-98,294.661,,,,RAMP
07DA023,15-Jun-98,294.66,,,,RAMP
07DA023,16-Jun-98,294.658,,,,RAMP
07DA023,17-Jun-98,294.658,,,,RAMP
07DA023,18-Jun-98,294.656,,,,RAMP
07DA023,19-Jun-98,294.654,,,,RAMP
07DA023,20-Jun-98,294.651,,,,RAMP
07DA023,21-Jun-98,294.649,,,,RAMP
07DA023,22-Jun-98,294.645,,,,RAMP
07DA023,23-Jun-98,294.645,,,,RAMP
07DA023,24-Jun-98,294.642,,,,RAMP
07DA023,25-Jun-98,294.641,,,,RAMP
07DA023,26-Jun-98,294.641,,,,RAMP
07DA023,27-Jun-98,294.664,,,,RAMP
07DA023,28-Jun-98,294.664,,,,RAMP
07DA023,29-Jun-98,294.661,,,,RAMP
07DA023,30-Jun-98,294.661,,,,RAMP
07DA023,01-Jul-98,294.659,,,,RAMP
07DA023,02-Jul-98,294.654,,,,RAMP
07DA023,03-Jul-98,294.652,,,,RAMP
07DA023,04-Jul-98,294.652,,,,RAMP
07DA023,05-Jul-98,294.65,,,,RAMP
07DA023,06-Jul-98,294.647,,,,RAMP
07DA023,07-Jul-98,294.645,,,,RAMP
07DA023,08-Jul-98,294.642,,,,RAMP
07DA023,09-Jul-98,294.641,,,,RAMP
07DA023,10-Jul-98,294.64,,,,RAMP
07DA023,11-Jul-98,294.638,,,,RAMP
07DA023,12-Jul-98,294.641,,,,RAMP
07DA023,13-Jul-98,294.66,,,,RAMP
07DA023,14-Jul-98,294.64,,,,RAMP
07DA023,15-Jul-98,294.635,,,,RAMP
07DA023,16-Jul-98,294.634,,,,RAMP
07DA023,17-Jul-98,294.639,,,,RAMP
07DA023,18-Jul-98,294.634,,,,RAMP
07DA023,19-Jul-98,294.632,,,,RAMP
07DA023,20-Jul-98,294.628,,,,RAMP
07DA023,21-Jul-98,294.627,,,,RAMP
07DA023,22-Jul-98,294.626,,,,RAMP
07DA023,23-Jul-98,294.621,,,,RAMP
07DA023,24-Jul-98,294.619,,,,RAMP
07DA023,25-Jul-98,294.625,,,,RAMP
07DA023,26-Jul-98,294.622,,,,RAMP
07DA023,27-Jul-98,294.619,,,,RAMP
07DA023,28-Jul-98,294.618,,,,RAMP
07DA023,29-Jul-98,294.615,,,,RAMP
07DA023,30-Jul-98,294.612,,,,RAMP
07DA023,31-Jul-98,294.608,,,,RAMP
07DA023,01-Aug-98,294.606,,,,RAMP
07DA023,02-Aug-98,294.605,,,,RAMP
07DA023,03-Aug-98,294.604,,,,RAMP
07DA023,04-Aug-98,294.602,,,,RAMP
07DA023,05-Aug-98,294.599,,,,RAMP
07DA023,06-Aug-98,294.604,,,,RAMP
07DA023,07-Aug-98,294.597,,,,RAMP
07DA023,08-Aug-98,294.586,,,,RAMP
07DA023,09-Aug-98,294.583,,,,RAMP
07DA023,10-Aug-98,294.581,,,,RAMP
07DA023,11-Aug-98,294.581,,,,RAMP
07DA023,12-Aug-98,294.576,,,,RAMP
07DA023,13-Aug-98,294.581,,,,RAMP
07DA023,14-Aug-98,294.576,,,,RAMP
07DA023,15-Aug-98,294.572,,,,RAMP
07DA023,16-Aug-98,294.57,,,,RAMP
07DA023,17-Aug-98,294.567,,,,RAMP
07DA023,18-Aug-98,294.562,,,,RAMP
07DA023,19-Aug-98,294.562,,,,RAMP
07DA023,20-Aug-98,294.561,,,,RAMP
07DA023,21-Aug-98,294.557,,,,RAMP
07DA023,22-Aug-98,294.556,,,,RAMP
07DA023,23-Aug-98,294.553,,,,RAMP
07DA023,24-Aug-98,294.554,,,,RAMP
07DA023,25-Aug-98,294.553,,,,RAMP
07DA023,26-Aug-98,294.551,,,,RAMP
07DA023,27-Aug-98,294.555,,,,RAMP
07DA023,28-Aug-98,294.555,,,,RAMP
07DA023,29-Aug-98,294.546,,,,RAMP
07DA023,30-Aug-98,294.552,,,,RAMP
07DA023,31-Aug-98,294.542,,,,RAMP
07DA023,01-Sep-98,294.534,,,,RAMP
07DA023,02-Sep-98,294.536,,,,RAMP
07DA023,03-Sep-98,294.535,,,,RAMP
07DA023,04-Sep-98,294.531,,,,RAMP
07DA023,05-Sep-98,294.529,,,,RAMP
07DA023,06-Sep-98,294.522,,,,RAMP
07DA023,07-Sep-98,294.521,,,,RAMP
07DA023,08-Sep-98,294.511,,,,RAMP
07DA023,09-Sep-98,294.514,,,,RAMP
07DA023,10-Sep-98,294.514,,,,RAMP
07DA023,11-Sep-98,294.507,,,,RAMP
07DA023,12-Sep-98,294.503,,,,RAMP
07DA023,13-Sep-98,294.494,,,,RAMP
07DA023,14-Sep-98,294.493,,,,RAMP
07DA023,15-Sep-98,294.479,,,,RAMP
07DA023,16-Sep-98,294.454,,,,RAMP
07DA023,17-Sep-98,294.462,,,,RAMP
07DA023,18-Sep-98,294.446,,,,RAMP
07DA023,19-Sep-98,294.447,,,,RAMP
07DA023,20-Sep-98,294.447,,,,RAMP
07DA023,21-Sep-98,294.465,,,,RAMP
07DA023,22-Sep-98,294.454,,,,RAMP
07DA023,23-Sep-98,294.424,,,,RAMP
07DA023,24-Sep-98,294.426,,,,RAMP
07DA023,25-Sep-98,294.398,,,,RAMP
07DA023,26-Sep-98,294.39,,,,RAMP
07DA023,27-Sep-98,294.397,,,,RAMP
07DA023,28-Sep-98,294.394,,,,RAMP
07DA023,29-Sep-98,294.389,,,,RAMP
07DA023,30-Sep-98,294.35,,,,RAMP
07DA023,01-Oct-98,294.399,,,,RAMP
07DA023,02-Oct-98,294.406,,,,RAMP
07DA023,03-Oct-98,294.388,,,,RAMP
07DA023,04-Oct-98,294.378,,,,RAMP
07DA023,05-Oct-98,294.368,,,,RAMP
07DA023,06-Oct-98,294.353,,,,RAMP
07DA023,07-Oct-98,294.362,,,,RAMP
07DA023,08-Oct-98,294.325,,,,RAMP
07DA023,09-Oct-98,294.292,,,,RAMP
07DA023,10-Oct-98,294.285,,,,RAMP
07DA023,11-Oct-98,294.299,,,,RAMP
07DA023,12-Oct-98,294.275,,,,RAMP
07DA023,13-Oct-98,294.306,,,,RAMP
07DA023,14-Oct-98,294.3,,,,RAMP
07DA023,15-Oct-98,294.31,,,,RAMP
07DA023,16-Oct-98,294.322,,,,RAMP
07DA023,17-Oct-98,294.323,,,,RAMP
07DA023,18-Oct-98,294.332,,,,RAMP
07DA023,19-Oct-98,294.307,,,,RAMP
07DA023,20-Oct-98,294.326,,,,RAMP
07DA023,21-Oct-98,294.325,,,,RAMP
07DA023,22-Oct-98,294.307,,,,RAMP
07DA023,23-Oct-98,294.281,,,,RAMP
07DA023,24-Oct-98,294.274,,,,RAMP
07DA023,25-Oct-98,294.287,,,,RAMP
07DA023,26-Oct-98,294.319,,,,RAMP
07DA023,27-Oct-98,294.29,,,,RAMP
07DA023,15-Dec-98,,,,,RAMP
07DA023,08-Apr-99,,,,,RAMP
07DA023,30-Apr-99,294.373,,,,RAMP
07DA023,01-May-99,294.375,,,,RAMP
07DA023,02-May-99,294.377,,,,RAMP
07DA023,03-May-99,294.383,,,,RAMP
07DA023,04-May-99,294.408,,,,RAMP
07DA023,05-May-99,294.42,,,,RAMP
07DA023,06-May-99,294.419,,,,RAMP
07DA023,07-May-99,294.412,,,,RAMP
07DA023,08-May-99,294.414,,,,RAMP
07DA023,09-May-99,294.415,,,,RAMP
07DA023,10-May-99,294.415,,,,RAMP
07DA023,11-May-99,294.415,,,,RAMP
07DA023,12-May-99,294.42,,,,RAMP
07DA023,13-May-99,294.425,,,,RAMP
07DA023,14-May-99,294.424,,,,RAMP
07DA023,15-May-99,294.418,,,,RAMP
07DA023,16-May-99,294.432,,,,RAMP
07DA023,17-May-99,294.436,,,,RAMP
07DA023,18-May-99,294.437,,,,RAMP
07DA023,19-May-99,294.438,,,,RAMP
07DA023,20-May-99,294.434,,,,RAMP
07DA023,21-May-99,294.432,,,,RAMP
07DA023,22-May-99,294.43,,,,RAMP
07DA023,23-May-99,294.428,,,,RAMP
07DA023,24-May-99,294.43,,,,RAMP
07DA023,25-May-99,294.425,,,,RAMP
07DA023,26-May-99,294.422,,,,RAMP
07DA023,27-May-99,294.414,,,,RAMP
07DA023,28-May-99,294.424,,,,RAMP
07DA023,29-May-99,294.433,,,,RAMP
07DA023,30-May-99,294.428,,,,RAMP
07DA023,31-May-99,294.424,,,,RAMP
07DA023,01-Jun-99,294.426,,,,RAMP
07DA023,02-Jun-99,294.421,,,,RAMP
07DA023,03-Jun-99,294.415,,,,RAMP
07DA023,04-Jun-99,294.418,,,,RAMP
07DA023,05-Jun-99,294.422,,,,RAMP
07DA023,06-Jun-99,294.42,,,,RAMP
07DA023,07-Jun-99,294.419,,,,RAMP
07DA023,08-Jun-99,294.424,,,,RAMP
07DA023,09-Jun-99,294.422,,,,RAMP
07DA023,10-Jun-99,294.422,,,,RAMP
07DA023,11-Jun-99,294.416,,,,RAMP
07DA023,12-Jun-99,294.406,,,,RAMP
07DA023,13-Jun-99,294.404,,,,RAMP
07DA023,14-Jun-99,294.401,,,,RAMP
07DA023,15-Jun-99,294.4,,,,RAMP
07DA023,16-Jun-99,294.395,,,,RAMP
07DA023,17-Jun-99,294.392,,,,RAMP
07DA023,18-Jun-99,294.388,,,,RAMP
07DA023,19-Jun-99,294.384,,,,RAMP
07DA023,20-Jun-99,294.382,,,,RAMP
07DA023,21-Jun-99,294.385,,,,RAMP
07DA023,22-Jun-99,294.383,,,,RAMP
07DA023,23-Jun-99,294.4,,,,RAMP
07DA023,24-Jun-99,294.409,,,,RAMP
07DA023,25-Jun-99,294.415,,,,RAMP
07DA023,26-Jun-99,294.413,,,,RAMP
07DA023,27-Jun-99,294.41,,,,RAMP
07DA023,28-Jun-99,294.41,,,,RAMP
07DA023,29-Jun-99,294.412,,,,RAMP
07DA023,30-Jun-99,294.409,,,,RAMP
07DA023,01-Jul-99,294.408,,,,RAMP
07DA023,02-Jul-99,294.41,,,,RAMP
07DA023,03-Jul-99,294.406,,,,RAMP
07DA023,04-Jul-99,294.405,,,,RAMP
07DA023,05-Jul-99,294.389,,,,RAMP
07DA023,06-Jul-99,294.389,,,,RAMP
07DA023,07-Jul-99,294.394,,,,RAMP
07DA023,08-Jul-99,294.394,,,,RAMP
07DA023,09-Jul-99,294.383,,,,RAMP
07DA023,10-Jul-99,294.389,,,,RAMP
07DA023,11-Jul-99,294.388,,,,RAMP
07DA023,12-Jul-99,294.391,,,,RAMP
07DA023,13-Jul-99,294.393,,,,RAMP
07DA023,14-Jul-99,294.384,,,,RAMP
07DA023,15-Jul-99,294.382,,,,RAMP
07DA023,16-Jul-99,294.38,,,,RAMP
07DA023,17-Jul-99,294.373,,,,RAMP
07DA023,18-Jul-99,294.381,,,,RAMP
07DA023,19-Jul-99,294.375,,,,RAMP
07DA023,20-Jul-99,294.373,,,,RAMP
07DA023,21-Jul-99,294.368,,,,RAMP
07DA023,22-Jul-99,294.357,,,,RAMP
07DA023,23-Jul-99,294.359,,,,RAMP
07DA023,24-Jul-99,294.361,,,,RAMP
07DA023,25-Jul-99,294.361,,,,RAMP
07DA023,26-Jul-99,294.357,,,,RAMP
07DA023,27-Jul-99,294.357,,,,RAMP
07DA023,28-Jul-99,294.358,,,,RAMP
07DA023,29-Jul-99,294.36,,,,RAMP
07DA023,30-Jul-99,294.357,,,,RAMP
07DA023,31-Jul-99,294.364,,,,RAMP
07DA023,01-Aug-99,294.368,,,,RAMP
07DA023,02-Aug-99,294.365,,,,RAMP
07DA023,03-Aug-99,294.365,,,,RAMP
07DA023,04-Aug-99,294.365,,,,RAMP
07DA023,05-Aug-99,294.365,,,,RAMP
07DA023,06-Aug-99,294.356,,,,RAMP
07DA023,07-Aug-99,294.355,,,,RAMP
07DA023,08-Aug-99,294.35,,,,RAMP
07DA023,09-Aug-99,294.347,,,,RAMP
07DA023,10-Aug-99,294.344,,,,RAMP
07DA023,11-Aug-99,294.339,,,,RAMP
07DA023,12-Aug-99,294.338,,,,RAMP
07DA023,13-Aug-99,294.334,,,,RAMP
07DA023,14-Aug-99,294.332,,,,RAMP
07DA023,15-Aug-99,294.333,,,,RAMP
07DA023,16-Aug-99,294.33,,,,RAMP
07DA023,17-Aug-99,294.319,,,,RAMP
07DA023,18-Aug-99,294.314,,,,RAMP
07DA023,19-Aug-99,294.313,,,,RAMP
07DA023,20-Aug-99,294.305,,,,RAMP
07DA023,21-Aug-99,294.309,,,,RAMP
07DA023,22-Aug-99,294.301,,,,RAMP
07DA023,23-Aug-99,294.307,,,,RAMP
07DA023,24-Aug-99,294.305,,,,RAMP
07DA023,25-Aug-99,294.305,,,,RAMP
07DA023,26-Aug-99,294.321,,,,RAMP
07DA023,27-Aug-99,294.291,,,,RAMP
07DA023,28-Aug-99,294.289,,,,RAMP
07DA023,29-Aug-99,294.284,,,,RAMP
07DA023,30-Aug-99,294.291,,,,RAMP
07DA023,31-Aug-99,294.287,,,,RAMP
07DA023,01-Sep-99,294.283,,,,RAMP
07DA023,02-Sep-99,294.281,,,,RAMP
07DA023,03-Sep-99,294.285,,,,RAMP
07DA023,04-Sep-99,294.279,,,,RAMP
07DA023,05-Sep-99,294.276,,,,RAMP
07DA023,06-Sep-99,294.284,,,,RAMP
07DA023,07-Sep-99,294.282,,,,RAMP
07DA023,08-Sep-99,294.282,,,,RAMP
07DA023,09-Sep-99,294.28,,,,RAMP
07DA023,10-Sep-99,294.276,,,,RAMP
07DA023,11-Sep-99,294.273,,,,RAMP
07DA023,12-Sep-99,294.273,,,,RAMP
07DA023,13-Sep-99,294.27,,,,RAMP
07DA023,14-Sep-99,294.263,,,,RAMP
07DA023,15-Sep-99,294.269,,,,RAMP
07DA023,16-Sep-99,294.265,,,,RAMP
07DA023,17-Sep-99,294.262,,,,RAMP
07DA023,18-Sep-99,294.262,,,,RAMP
07DA023,19-Sep-99,294.258,,,,RAMP
07DA023,20-Sep-99,294.256,,,,RAMP
07DA023,21-Sep-99,294.254,,,,RAMP
07DA023,22-Sep-99,294.253,,,,RAMP
07DA023,23-Sep-99,294.248,,,,RAMP
07DA023,24-Sep-99,294.247,,,,RAMP
07DA023,25-Sep-99,294.244,,,,RAMP
07DA023,26-Sep-99,294.24,,,,RAMP
07DA023,27-Sep-99,294.238,,,,RAMP
07DA023,28-Sep-99,294.233,,,,RAMP
07DA023,29-Sep-99,294.226,,,,RAMP
07DA023,30-Sep-99,294.226,,,,RAMP
07DA023,01-Oct-99,294.224,,,,RAMP
07DA023,02-Oct-99,294.214,,,,RAMP
07DA023,03-Oct-99,294.215,,,,RAMP
07DA023,04-Oct-99,294.218,,,,RAMP
07DA023,05-Oct-99,294.219,,,,RAMP
07DA023,06-Oct-99,294.215,,,,RAMP
07DA023,07-Oct-99,294.217,,,,RAMP
07DA023,08-Oct-99,294.217,,,,RAMP
07DA023,09-Oct-99,294.219,,,,RAMP
07DA023,10-Oct-99,294.217,,,,RAMP
07DA023,11-Oct-99,294.217,,,,RAMP
07DA023,12-Oct-99,294.213,,,,RAMP
07DA023,13-Oct-99,294.208,,,,RAMP
07DA023,14-Oct-99,294.211,,,,RAMP
07DA023,15-Oct-99,294.214,,,,RAMP
07DA023,16-Oct-99,294.215,,,,RAMP
07DA023,17-Oct-99,294.217,,,,RAMP
07DA023,18-Oct-99,294.217,,,,RAMP
07DA023,19-Oct-99,294.214,,,,RAMP
07DA023,20-Oct-99,294.22,,,,RAMP
07DA023,21-Oct-99,294.216,,,,RAMP
07DA023,22-Oct-99,294.218,,,,RAMP
07DA023,23-Oct-99,294.219,,,,RAMP
07DA023,24-Oct-99,294.22,,,,RAMP
07DA023,25-Oct-99,294.216,,,,RAMP
07DA023,16-May-00,294.328,A,,,RAMP
07DA023,17-May-00,294.328,,,,RAMP
07DA023,18-May-00,294.326,,,,RAMP
07DA023,19-May-00,294.328,,,,RAMP
07DA023,20-May-00,294.325,,,,RAMP
07DA023,21-May-00,294.333,,,,RAMP
07DA023,22-May-00,294.33,,,,RAMP
07DA023,23-May-00,294.363,,,,RAMP
07DA023,24-May-00,294.387,,,,RAMP
07DA023,25-May-00,294.395,,,,RAMP
07DA023,26-May-00,294.404,,,,RAMP
07DA023,27-May-00,294.41,,,,RAMP
07DA023,28-May-00,294.404,,,,RAMP
07DA023,29-May-00,294.396,,,,RAMP
07DA023,30-May-00,294.396,,,,RAMP
07DA023,31-May-00,,M,,,RAMP
07DA023,01-Jun-00,294.397,,,,RAMP
07DA023,02-Jun-00,294.399,,,,RAMP
07DA023,03-Jun-00,294.396,,,,RAMP
07DA023,04-Jun-00,294.396,,,,RAMP
07DA023,05-Jun-00,294.391,,,,RAMP
07DA023,06-Jun-00,294.39,,,,RAMP
07DA023,07-Jun-00,294.395,,,,RAMP
07DA023,08-Jun-00,294.396,,,,RAMP
07DA023,09-Jun-00,294.391,,,,RAMP
07DA023,10-Jun-00,294.394,,,,RAMP
07DA023,11-Jun-00,294.401,,,,RAMP
07DA023,12-Jun-00,294.403,,,,RAMP
07DA023,13-Jun-00,294.404,,,,RAMP
07DA023,14-Jun-00,294.404,,,,RAMP
07DA023,15-Jun-00,294.4,,,,RAMP
07DA023,16-Jun-00,294.4,,,,RAMP
07DA023,17-Jun-00,294.398,,,,RAMP
07DA023,18-Jun-00,294.398,,,,RAMP
07DA023,19-Jun-00,294.401,,,,RAMP
07DA023,20-Jun-00,294.44,,,,RAMP
07DA023,21-Jun-00,294.457,,,,RAMP
07DA023,22-Jun-00,294.464,,,,RAMP
07DA023,23-Jun-00,294.472,,,,RAMP
07DA023,24-Jun-00,294.471,,,,RAMP
07DA023,25-Jun-00,294.47,,,,RAMP
07DA023,26-Jun-00,294.474,,,,RAMP
07DA023,27-Jun-00,294.476,,,,RAMP
07DA023,28-Jun-00,294.478,,,,RAMP
07DA023,29-Jun-00,294.476,,,,RAMP
07DA023,30-Jun-00,294.479,,,,RAMP
07DA023,01-Jul-00,294.486,,,,RAMP
07DA023,02-Jul-00,294.48,,,,RAMP
07DA023,03-Jul-00,294.48,,,,RAMP
07DA023,04-Jul-00,294.483,,,,RAMP
07DA023,05-Jul-00,294.485,,,,RAMP
07DA023,06-Jul-00,294.488,,,,RAMP
07DA023,07-Jul-00,294.489,,,,RAMP
07DA023,08-Jul-00,294.486,,,,RAMP
07DA023,09-Jul-00,294.483,,,,RAMP
07DA023,10-Jul-00,294.482,,,,RAMP
07DA023,11-Jul-00,294.486,,,,RAMP
07DA023,12-Jul-00,294.488,,,,RAMP
07DA023,13-Jul-00,294.488,,,,RAMP
07DA023,14-Jul-00,294.487,,,,RAMP
07DA023,15-Jul-00,294.485,,,,RAMP
07DA023,16-Jul-00,294.486,,,,RAMP
07DA023,17-Jul-00,294.482,,,,RAMP
07DA023,18-Jul-00,294.482,,,,RAMP
